file_year,title,school,dept,grad_year,degree,author,url
108,我國綠色運輸政策執行之研究 －以PZB模式探究臺東縣政府執行電動機車推廣計畫之服務品質與服務滿意度,國立臺東大學,進修部公共與文化事務碩士專班(假日),108,碩士,簡煜倫,https://hdl.handle.net/11296/88w6f8
108,臺東縣南迴地區國小高年級學童家庭閱讀環境、閱讀行為與學業成就相關性研究,國立臺東大學,進修部公共與文化事務碩士專班(假日),108,碩士,章怡如,https://hdl.handle.net/11296/46674q
108,原住民族家庭服務中心資源網絡之探討-以臺東縣為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),108,碩士,蔡輝英,https://hdl.handle.net/11296/jcv5ws
108,臺東杉原灣海洋環境、珊瑚礁及水肺潛水資訊之調查研究,國立臺東大學,體育學系碩士班,108,碩士,蔡孟祥,https://hdl.handle.net/11296/dt6t74
108,探討「妊娠糖尿病產後血糖異常的危險因子相關」以台東某地區醫院為例,美和科技大學,護理系健康照護碩士班,108,碩士,廖心怡,https://hdl.handle.net/11296/33xf56
108,軍訓教官因應政策修正面臨職業生涯規 劃轉變之研究-以臺東縣高中職教官為例 以臺東縣高中職教官為例,美和科技大學,企業管理系經營管理碩士班,108,碩士,陳君列,https://hdl.handle.net/11296/gkdjh3
108,台東地區慢速壘球運動自我效能與休閒效益之研究,美和科技大學,運動與休閒系碩士班,108,碩士,陳建忠,https://hdl.handle.net/11296/5899e4
108,臺東縣受保護樹木及準受保護樹木之健康與風險評估,國立屏東科技大學,森林系所,108,碩士,陳鈺茹,https://hdl.handle.net/11296/rtq3ap
108,影響寵物登記之危險因子─以台東市為例,國立屏東科技大學,獸醫學系所,108,碩士,廖家慧,https://hdl.handle.net/11296/xd4429
108,預鑄工法於臺東地區水土保持工程之適用性探討,國立屏東科技大學,水土保持系所,108,碩士,李哲宇,https://hdl.handle.net/11296/e5x3mr
108,預拌混凝廠設立之環境調查與對策擬定—以台東縣兄弟砂石場為例,國立屏東科技大學,土木工程系所,108,碩士,林正霖,https://hdl.handle.net/11296/sf3ybx
108,宗教地方性？臺東市馬蘭阿美族漢人民間信仰社群研究,國立清華大學,人類學研究所,108,碩士,邱 驤,https://hdl.handle.net/11296/9rtcgf
108,原鄉地區休閒保健資源可近性與利用率研究:臺東縣達仁鄉的調查,大仁科技大學,休閒運動管理系休閒事業管理碩士班,108,碩士,華玉珍,https://hdl.handle.net/11296/tj67sd
110,臺東地區變質岩帶的地熱發展潛勢,國立臺灣海洋大學,地球科學研究所,110,碩士,陳愷,https://hdl.handle.net/11296/25b66s
110,臺東縣國小集中式特教班教師實施戶外教育態度、實施阻礙及意願之研究,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,110,碩士,馬嘉妡,https://hdl.handle.net/11296/tn2e7n
110,體驗學習運用於幼兒園食農教育之研究-以臺東縣種子國小附設幼兒園為例,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,110,碩士,李宜真,https://hdl.handle.net/11296/246f5s
110,台灣民宿住宿規範之數位動態影像創作論述–以台東民宿為例,國立雲林科技大學,數位媒體設計系,110,碩士,陳沛頤,https://hdl.handle.net/11296/qgp537
110,遊客對生態旅遊願付價格之研究—以臺東縣富山漁業資源保育區為例,國立高雄科技大學,觀光管理系,110,碩士,邱魏源,https://hdl.handle.net/11296/j55bm8
110,國小食農教育推動對低年級學童農事操作及飲食習慣歷程之行動研究 —以台東縣愛米國小為例,國立臺東大學,進修部暑期文化資源與休閒產業碩士專班,110,碩士,羅廷君,https://hdl.handle.net/11296/u8g338
110,旅遊體驗、口碑可信度與幸福感對重遊意願影響之研究：以臺東旅客為例,國立臺東大學,資訊管理學系碩士班,110,碩士,莊永霖,https://hdl.handle.net/11296/8wdgma
110,觀看即時影像涉入程度、熟悉度、目的地意象、旅遊動機對旅遊意願之研究—以臺東三仙台為例,國立高雄餐旅大學,觀光研究所,110,碩士,陳芸萱,https://hdl.handle.net/11296/zf8xe3
110,警察人員工作壓力影響睡眠品質及心理健康之研究-以臺東縣警察局某分局為例,大仁科技大學,環境與職業安全衛生系環境管?碩士班,110,碩士,方子維,https://hdl.handle.net/11296/4qjhe7
110,在臺東南亞國際生對臺灣手搖飲品牌形象、品牌知名度與顧客滿意度之研究,正修科技大學,休閒與運動管理所,110,碩士,郭詠鎰,https://hdl.handle.net/11296/dfvxve
110,臺東地區潛水參與者涉入程度與沉浸體驗之研究,大仁科技大學,休閒運動管?系休閒事業管?碩士班,110,碩士,洪?昀,https://hdl.handle.net/11296/4j44uj
110,民宿業經營策略與重要成功關鍵因素之研究-以臺東縣鹿野鄉為例,育達科技大學,觀光休閒管理系碩士班,110,碩士,唐時聰,https://hdl.handle.net/11296/f4he5j
110,原住民警察與原鄉治安功能之研究 -以臺東縣達仁鄉為例,開南大學,人文社會學院公共管理碩士在職專班,110,碩士,伍志鴻,https://hdl.handle.net/11296/784urd
110,台東鳳梨釋迦的產銷調適-公私協力的視角,東海大學,行政管理暨政策學系,110,碩士,林芸平,https://hdl.handle.net/11296/896yuv
110,原住民傳統領域與再生能源開發衝突之探討：以臺東縣知本濕地光電為例,銘傳大學,都市規劃與防災學系碩士班,110,碩士,陳姿聿,https://hdl.handle.net/11296/2n67yc
110,目的地意象、目的地個性、態度與行為意圖之影響──以台東地區為例,國立臺灣師範大學,運動休閒與餐旅管理研究所,110,碩士,唐翊晏,https://hdl.handle.net/11296/x85kak
110,原住民諮商同意權對地方發展影響之研究：以臺東知本Katratripulr部落光電案為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),110,碩士,施?軒,https://hdl.handle.net/11296/h6s3bs
110,環境復癒知覺、遊憩者-遊憩環境契合度與地方依附關係之研究-以臺東山海鐵馬道為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,110,碩士,李羽軒,https://hdl.handle.net/11296/ytfk63
110,環境復癒知覺、記憶與地方依附關係之研究-以臺東森林公園為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,110,碩士,陳思?,https://hdl.handle.net/11296/z25c7c
110,國立臺東大學實習商店行銷策略之研究,國立臺東大學,進修部美術產業發展碩專(夜間班),110,碩士,周夢嬋,https://hdl.handle.net/11296/6j4xbp
110,以計畫行為理論與教學熱忱探討國小教師實施科技議題教學之意願－以臺東縣國小為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,110,碩士,陳毓奇,https://hdl.handle.net/11296/3xuhpj
110,運用擴充計畫行為理論了解網路民生用品購物者行為意圖之研究-以臺東縣為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,110,碩士,羅青松,https://hdl.handle.net/11296/k2tqdc
110,初任教師雙語體育教學歷程及省思之研究—以臺東縣某國小五年級田徑課程為例,國立臺東大學,體育學系碩士班,110,碩士,黃梓庭,https://hdl.handle.net/11296/pm2dve
110,嬰兒潮世代移居台東共好,國立臺東大學,文化資源與休閒產業學系碩士班,110,碩士,何慶華,https://hdl.handle.net/11296/nmxa24
110,戶外冒險教育對國中女子籃球隊學生情緒智力與運動心理技能影響之研究-以臺東縣某國中為例,國立臺東大學,進修部教育行政碩士班(夜間),110,碩士,邱建翔,https://hdl.handle.net/11296/z4694k
110,偏鄉國小高年級家庭生活素養 與學童學習成就之調查研究 ─ 以臺東縣國小為例,國立臺東大學,進修部教育行政碩士班(夜間),110,碩士,黃郁庭,https://hdl.handle.net/11296/4xzf4z
110,PIRLS提問策略對臺東縣國小四年級學生課文本位閱讀理解及自我提問能力的影響之行動研究,國立臺東大學,進修部教育行政碩士班(夜間),110,碩士,陳佳莉,https://hdl.handle.net/11296/q9hv2v
110,臺東縣國中教師幸福感、工作壓力與離職傾向之相關研究,國立臺東大學,進修部教育行政碩士班(夜間),110,碩士,林琬慈,https://hdl.handle.net/11296/sh34kx
110,偏鄉弱勢家庭兒童課後照顧的困境與反思-以臺東縣A基金會為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),110,碩士,卓莉萍,https://hdl.handle.net/11296/6u54q9
110,陽剛性職場之性別分工及工作滿足感探討?以海巡署偵防分署臺東查緝隊為例,國立臺東大學,進修部公共與文化事務碩士專班(假日),110,碩士,李佳穎,https://hdl.handle.net/11296/m3gz2f
110,本土語言教育政策下對臺灣閩南語語言態度、語言使用與族群認同之研究－以國立臺東大學學生為研究對象,國立臺東大學,進修部公共與文化事務碩士專班(假日),110,碩士,江惇元,https://hdl.handle.net/11296/ym3yx7
110,地方特色產業包裝設計創作研究— 以臺東木虌果加工品為例,國立臺東大學,進修部美術產業發展碩專(夜間班),110,碩士,莊惠茹,https://hdl.handle.net/11296/37kn47
110,偏鄉地區複合式餐廳經營診斷準則建立—以臺東縣金峰鄉為例,國立臺東大學,進修部休閒事業管理組碩(夜間）,110,碩士,劉欣亞,https://hdl.handle.net/11296/fdgb4z
110,戶外冒險產業經營策略關鍵因素之研究-以臺東地區為例,國立臺東大學,文化資源與休閒產業學系碩士班,110,碩士,高詮智,https://hdl.handle.net/11296/k53265
110,台東市安養機構執行用藥教育現況之個案研究,國立臺東大學,進修部教育行政碩士班(夜間),110,碩士,洪于又,https://hdl.handle.net/11296/sb42e6
110,探討臺東倒地蜈蚣種內族群變異與其抗氧化能力,國立臺東大學,生命科學系碩士班,110,碩士,蔡育珊,https://hdl.handle.net/11296/vypawm
110,觀光客與在地居民觀點探討臺東意象之研究,國立臺東大學,進修部休閒事業管理組碩(夜間）,110,碩士,王若程,https://hdl.handle.net/11296/688b29
110,台東與綠島間的海洋近慣性內波觀測,國立中山大學,海洋科學系研究所,110,碩士,林欣妮,https://hdl.handle.net/11296/725uvn
110,卑南溪流域及臺東海底峽谷系統的沉積物有機地化特徵,國立中山大學,海洋科學系研究所,110,碩士,楊沁文,https://hdl.handle.net/11296/tt9pz8
110,從「獵人」到「鐵人」之當代原民性—台東拉勞蘭獵人學校成員的認真休閒及身體實踐,國立東華大學,族群關係與文化學系,110,碩士,童愉,https://hdl.handle.net/11296/5jvtyw
110,臺東縣某高級中學二年級原住民學生實施數學科學習扶助成效之研究-以「平面向量」單元為例,國立高雄師範大學,數學系,110,碩士,許軒榮,https://hdl.handle.net/11296/92qq89
110,旅客搭乘臺鐵太魯閣/普悠瑪自強號願付價格之研究—以臺北花蓮間及臺北臺東間為例,國立臺灣海洋大學,運輸科學系,110,碩士,曾國煌,https://hdl.handle.net/11296/tw4xrq
110,激勵制度對工作滿意度及工作績效影響之研究 -以台東某營區修維護人員為例,美和科技大學,企業管理系經營管理碩士班,110,碩士,周正潔,https://hdl.handle.net/11296/d9jvfa
110,原住民族部落文化健康站服務績效指標之研究：以臺東縣為例,美和科技大學,社會工作系碩士班,110,碩士,周淑儀,https://hdl.handle.net/11296/8g2f2a
110,中途致障者生活重建歷程分析   -以台東VAVI樂團為例,美和科技大學,社會工作系碩士班,110,碩士,羅悅芳,https://hdl.handle.net/11296/zfbn4u
110,台東地區設置快速發酵堆肥廠的可行性評估與分析,國立屏東科技大學,農企業管理系所,110,碩士,李宗和,https://hdl.handle.net/11296/mw36s6
110,水土保持工程導入生態檢核之影響及效益分析-以台東縣東海岸為例,國立屏東科技大學,水土保持系所,110,碩士,劉應勳,https://hdl.handle.net/11296/7a89ae
110,應用Hyper KANAKO模式模擬建物對土石流溢淹之影響－以臺東縣紅葉村為例,國立成功大學,水利及海洋工程學系,110,碩士,許汶芳,https://hdl.handle.net/11296/s32epj
110,探討台灣台東區域震波衰減因子與地熱分布相關性,國立成功大學,資源工程學系,110,碩士,曾泓語,https://hdl.handle.net/11296/79dm4q
110,臺東鹿野地區河流地形作用與山崩事件之交互影響,國立臺灣大學,地質科學研究所,110,碩士,蔡加洛,https://hdl.handle.net/11296/h9adzh
